id,title,year,pagerank,cluster
W2964308564,Neural Machine Translation by Jointly Learning to Align and Translate,2015,0.09754068099826091,1
W2100664567,On Using Very Large Target Vocabulary for Neural Machine Translation,2015,0.03630921351388226,1
W2118434577,Addressing the Rare Word Problem in Neural Machine Translation,2015,0.0320949981338341,1
W1902237438,Effective Approaches to Attention-based Neural Machine Translation,2015,0.022144665997436253,1
W2962784628,Neural Machine Translation of Rare Words with Subword Units,2016,0.020836108725299892,1
W2963403868,Attention is All you Need,2017,0.019091707361112473,1
W2251743902,Multi-Task Learning for Multiple Language Translation,2015,0.01386140703670489,1
W2525778437,Google's Neural Machine Translation System: Bridging the Gap between Human and Machine Translation,2016,0.011686526082324166,1
W2963216553,Improving Neural Machine Translation Models with Monolingual Data,2016,0.008188910479286722,1
W2963266340,A theoretically grounded application of dropout in recurrent neural networks,2016,0.006605589282517154,1
W2951559648,Character-Aware Neural Language Models,2016,0.006294201928154917,1
W1915251500,On Using Monolingual Corpora in Neural Machine Translation,2015,0.006183967835442104,1
W2528639018,Deep Spatio-Temporal Residual Networks for Citywide Crowd Flows Prediction,2017,0.005172358680361439,1
W1026270304,Training Very Deep Networks,2015,0.005095741484938292,1
W1938755728,Character-Aware Neural Language Models,2015,0.0050613693191120445,1
W2952339051,Outrageously Large Neural Networks: The Sparsely-Gated Mixture-of-Experts Layer,2017,0.0048429533212619655,1
W2962732637,Character-based Neural Machine Translation,2016,0.004633002969285358,1
W2739996966,Deep Learning for Extreme Multi-label Text Classification,2017,0.004552283281750478,1
W2962801832,Edinburgh Neural Machine Translation Systems for WMT 16,2016,0.004539802563243041,1
W2252272516,Montreal Neural Machine Translation Systems for WMT’15,2015,0.0043915941714433426,1
W2212703438,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks,2015,0.00424716433330955,1
W3204406378,Stanford neural machine translation systems for spoken language domains.,2015,0.0038908032924280596,1
W1800356822,A Simple Way to Initialize Recurrent Networks of Rectified Linear Units,2015,0.0038191465936995945,1
W2963463964,Minimum Risk Training for Neural Machine Translation,2016,0.003816478743667011,1
W2964110616,Transformer-XL: Attentive Language Models beyond a Fixed-Length Context,2019,0.003325428311502406,1
W2963247703,"Multi-Way, Multilingual Neural Machine Translation with a Shared Attention Mechanism",2016,0.0032232286477569217,1
W2963532001,A Call for Clarity in Reporting BLEU Scores,2018,0.003208743661943225,1
W2550821151,Google’s Multilingual Neural Machine Translation System: Enabling Zero-Shot Translation,2017,0.0031950218410418474,1
