paper_id,title,year,eigenvector,cluster_id
W2962784628,Neural Machine Translation of Rare Words with Subword Units,2016,0.29755929568088074,1
W2964308564,Neural Machine Translation by Jointly Learning to Align and Translate,2015,0.28538345341525395,1
W2963403868,Attention is All you Need,2017,0.22167021625177344,1
W2963216553,Improving Neural Machine Translation Models with Monolingual Data,2016,0.1496593676095961,1
W1902237438,Effective Approaches to Attention-based Neural Machine Translation,2015,0.1431474997482316,1
W2525778437,Google's Neural Machine Translation System: Bridging the Gap between Human and Machine Translation,2016,0.12459117943608994,1
W2550821151,Google’s Multilingual Neural Machine Translation System: Enabling Zero-Shot Translation,2017,0.12200798643133184,1
W2963532001,A Call for Clarity in Reporting BLEU Scores,2018,0.10686541515764854,1
W2963506925,Six Challenges for Neural Machine Translation,2017,0.09578358039168851,1
W3153411045,Domain Adaptation and Multi-Domain Adaptation for Neural Machine Translation: A Survey,2022,0.09109359767470783,1
W2963247703,"Multi-Way, Multilingual Neural Machine Translation with a Shared Attention Mechanism",2016,0.0889698476559764,1
W2889326796,Understanding Back-Translation at Scale,2018,0.08621334011362966,1
W3198189804,Survey of Low-Resource Machine Translation,2022,0.08357384745721591,1
W3089472875,Neural Machine Translation: A Review,2020,0.08319052563847787,1
W3173162544,Neural Machine Translation for Low-resource Languages: A Survey,2022,0.08297437673231693,1
W2933138175,"fairseq: A Fast, Extensible Toolkit for Sequence Modeling",2019,0.08276525358150788,1
W2757291580,Neural Machine Translation,2020,0.08146050583658457,1
W3089276103,"Neural machine translation: Challenges, progress and future",2020,0.07007612741186611,1
W2958953787,Massively Multilingual Neural Machine Translation in the Wild: Findings and Challenges,2019,0.06751086988033281,1
W2963088995,Transfer Learning for Low-Resource Neural Machine Translation,2016,0.0668914637758886,1
W2919290281,Massively Multilingual Neural Machine Translation,2019,0.06651837968169057,1
W2100664567,On Using Very Large Target Vocabulary for Neural Machine Translation,2015,0.06429159116974452,1
W2251743902,Multi-Task Learning for Multiple Language Translation,2015,0.06331793452065956,1
W2903193068,Findings of the 2018 Conference on Machine Translation (WMT18),2018,0.06255374642238377,1
