id,title,year,pagerank,cluster
W2755802490,Re-Sign: Re-Aligned End-to-End Sequence Modelling with Deep Recurrent CNN-HMMs,2017,0.04772905133039496,13
W2950568498,An End-to-End Spatio-Temporal Attention Model for Human Action Recognition from Skeleton Data,2017,0.04430358056428402,13
W846669277,Differential Recurrent Neural Networks for Action Recognition,2015,0.04177656379964479,13
W2964076328,Text2Action: Generative Adversarial Synthesis from Language to Action,2018,0.03266207245396592,13
W2799020610,Neural Sign Language Translation,2018,0.025999681923650084,13
W2759302818,SubUNets: End-to-End Hand Shape and Continuous Sign Language Recognition,2017,0.025580275933599007,13
W2963165299,Structural-RNN: Deep Learning on Spatio-Temporal Graphs,2016,0.020942864748042793,13
W2963076818,Spatial Temporal Graph Convolutional Networks for Skeleton-Based Action Recognition,2018,0.018001390094844374,13
W2526041356,Action Recognition Based on Joint Trajectory Maps Using Convolutional Neural Networks,2016,0.016984157702127876,13
W3098538019,A New Representation of Skeleton Sequences for 3D Action Recognition,2017,0.016933505211660187,13
W2964253156,Video-Based Sign Language Recognition Without Temporal Segmentation,2018,0.014380448804818272,13
W2898716605,A novel attention-based hybrid CNN-RNN architecture for sEMG-based gesture recognition,2018,0.01246736558115684,13
W2964203186,On Human Motion Prediction Using Recurrent Neural Networks,2017,0.010884336333567678,13
W2603861860,View Adaptive Recurrent Neural Networks for High Performance Human Action Recognition from Skeleton Data,2017,0.010798804971546574,13
W2613570903,Interpretable 3D Human Action Analysis with Temporal Convolutional Networks,2017,0.01028151556559247,13
W2941870244,Weakly Supervised Learning with Multi-Stream CNN-LSTM-HMMs to Discover Sequential Parallelism in Sign Language Videos,2019,0.00980628470623234,13
W2964145825,Learning convolutional neural networks for graphs,2016,0.00910832170265219,13
W2554408731,Skeleton Optical Spectra-Based Action Recognition Using Convolutional Neural Networks,2016,0.008964523179457212,13
W2788334925,Hierarchical LSTM for Sign Language Translation,2018,0.008553995952770472,13
W2948139159,Iterative Alignment Network for Continuous Sign Language Recognition,2019,0.008483414915258489,13
W2751841288,Skeleton-based action recognition with convolutional neural networks,2017,0.008357558808356223,13
W2736334449,Global Context-Aware Attention LSTM Networks for 3D Action Recognition,2017,0.008198191929764337,13
W2948058585,Two-Stream Adaptive Graph Convolutional Networks for Skeleton-Based Action Recognition,2019,0.007841190357200826,13
W3034765865,Sign Language Transformers: Joint End-to-End Sign Language Recognition and Translation,2020,0.0072010063114339665,13
W2963177663,RGB-D-based human motion recognition with deep learning: A survey,2018,0.006975168504458094,13
W2903314716,MS-ASL: A Large-Scale Data Set and Benchmark for Understanding American Sign Language.,2018,0.006685721601311941,13
W2954798773,Neural Sign Language Translation Based on Human Keypoint Estimation,2019,0.006595871321006471,13
W2940457086,Actional-Structural Graph Convolutional Networks for Skeleton-Based Action Recognition,2019,0.006342983711346544,13
W2997573805,Text2Sign: Towards Sign Language Production Using Neural Machine Translation and Generative Adversarial Networks,2020,0.006298732886387621,13
W2795089319,3D Human Pose Estimation in the Wild by Adversarial Learning,2018,0.005908513453273864,13
W2309561466,Deep Multimodal Feature Analysis for Action Recognition in RGB+D Videos,2017,0.0056122356145808985,13
W2963465695,An Attention Enhanced Graph Convolutional LSTM Network for Skeleton-Based Action Recognition,2019,0.005247808576991995,13
