id,title,year,pagerank,cluster
W2962995178,A Convolutional Attention Network for Extreme Summarization of Source Code,2016,0.05871728472302607,8
W2963794306,Language to Logical Form with Neural Attention,2016,0.052276606867748404,8
W2516621648,Summarizing Source Code using a Neural Attention Model,2016,0.046156968825463794,8
W2964325845,Latent Predictor Networks for Code Generation,2016,0.03329784083380126,8
W2794601162,Deep code search,2018,0.027479614924182175,8
W2963655793,Data Recombination for Neural Semantic Parsing,2016,0.01939549166088366,8
W2605202003,DeepFix: Fixing Common C Language Errors by Deep Learning,2017,0.018539425147729785,8
W2963617989,A Syntactic Neural Model for General-Purpose Code Generation,2017,0.01813491923218569,8
W3098605233,CodeBERT: A Pre-Trained Model for Programming and Natural Languages,2020,0.01792128761684913,8
W2884276923,Deep code comment generation,2018,0.013326270690192599,8
W2751448157,Seq2SQL: Generating Structured Queries from Natural Language using Reinforcement Learning,2017,0.012743582283875425,8
W2964271186,Learning a Neural Semantic Parser from User Feedback,2017,0.011253322566924177,8
W2962728167,Abstract Syntax Networks for Code Generation and Semantic Parsing,2017,0.010112890574975488,8
W2964150020,code2vec: learning distributed representations of code,2019,0.009751315176513623,8
W2888557792,Improving automatic source code summarization via deep reinforcement learning,2018,0.006853843562708797,8
W2890431379,Spider: A Large-Scale Human-Labeled Dataset for Complex and Cross-Domain Semantic Parsing and Text-to-SQL Task,2018,0.00658623468436681,8
W4283705032,Automatic Generation of Programming Exercises and Code Explanations Using Large Language Models,2022,0.0065382811436922915,8
W2611818442,Learning a Neural Semantic Parser from User Feedback,2017,0.006382277531403787,8
W2939413764,Compositional generalization in a deep seq2seq model by separating syntax and semantics,2019,0.00601778422984737,8
W3198685994,CodeT5: Identifier-aware Unified Pre-trained Encoder-Decoder Models for Code Understanding and Generation,2021,0.005828458355124038,8
W2963357517,Coarse-to-Fine Decoding for Neural Semantic Parsing,2018,0.005594612667838075,8
W2807964941,Summarizing Source Code with Transferred API Knowledge,2018,0.005518975373960297,8
W2955426500,A Novel Neural Source Code Representation Based on Abstract Syntax Tree,2019,0.005356727535682775,8
W2757361303,Neural Semantic Parsing with Type Constraints for Semi-Structured Tables,2017,0.005290530662414621,8
W2962960733,Automated Vulnerability Detection in Source Code Using Deep Representation Learning,2018,0.005185115509524293,8
W3119507053,GraphCodeBERT: Pre-training Code Representations with Data Flow,2021,0.004929324593964626,8
W2964194820,A Neural Model for Generating Natural Language Summaries of Program Subroutines,2019,0.004827898621077922,8
W2806718802,DeepBugs: a learning approach to name-based bug detection,2018,0.004764609476093816,8
W3108032709,IntelliCode compose: code generation using transformer,2020,0.0047454693421966326,8
W2883359218,Deep learning similarities from different representations of source code,2018,0.004474299711269897,8
W3034835156,RAT-SQL: Relation-Aware Schema Encoding and Linking for Text-to-SQL Parsers,2020,0.004288483533477335,8
W2962713807,TypeSQL: Knowledge-Based Type-Aware Neural Text-to-SQL Generation,2018,0.004233162617844908,8
W4284676027,Jigsaw,2022,0.004214859599026817,8
W2972082064,An Empirical Study on Learning Bug-Fixing Patches in the Wild via Neural Machine Translation,2019,0.004073876551539476,8
W2963958373,A Neural Architecture for Generating Natural Language Descriptions from Source Code Changes,2017,0.004014491216395827,8
W3161997752,Studying the Usage of Text-To-Text Transfer Transformer to Support Code-Related Tasks,2021,0.003916930569987765,8
W2945102109,Towards Complex Text-to-SQL in Cross-Domain Database with Intermediate Representation,2019,0.0038389718778473205,8
W4323033692,Using Large Language Models to Enhance Programming Error Messages,2023,0.00371810457745684,8
W3091730360,Retrieval-based neural source code summarization,2020,0.0036928311114196688,8
W3034689979,A Transformer-based Approach for Source Code Summarization,2020,0.0036871288546637742,8
W2583649498,Learn&amp;Fuzz: Machine learning for input fuzzing,2017,0.003654144737291934,8
W3035331128,Good-Enough Compositional Data Augmentation,2020,0.0036252262445354393,8
W2972135640,Devign: Effective Vulnerability Identification by Learning Comprehensive Program Semantics via Graph Neural Networks,2019,0.003261101411773903,8
W2979792666,The adverse effects of code duplication in machine learning models of code,2019,0.003245355425412896,8
W2954823997,On Learning Meaningful Code Changes Via Neural Machine Translation,2019,0.0031907922552790588,8
W2888312537,Neural-machine-translation-based commit message generation: how far are we?,2018,0.003188768732072668,8
W2891691255,SyntaxSQLNet: Syntax Tree Networks for Complex and Cross-Domain Text-to-SQL Task,2018,0.0030551290681844513,8
W2964224049,From Language to Programs: Bridging Reinforcement Learning and Maximum Marginal Likelihood,2017,0.002984358123988198,8
W2888328667,An empirical investigation into learning bug-fixing patches in the wild via neural machine translation,2018,0.0029566106499320233,8
W2964315653,Learning to mine aligned code and natural language pairs from stack overflow,2018,0.0029372238607687424,8
W3162044134,Traceability Transformed: Generating More Accurate Links with Pre-Trained BERT Models,2021,0.002843032555030005,8
W2951861246,code2seq: Generating Sequences from Structured Representations of Code,2018,0.0028075094401680705,8
W2949297108,Deep code comment generation with hybrid lexical and syntactical information,2019,0.0027740049572107786,8
W3086449553,Improved Code Summarization via a Graph Neural Network,2020,0.0027700744726009267,8
W2963392741,A Parallel Corpus of Python Functions and Documentation Strings for Automated Code Documentation and Code Generation,2017,0.0027077601551495152,8
W4281763794,A systematic evaluation of large language models of code,2022,0.0026866672746927206,8
W3099302725,Code Completion with Neural Attention and Pointer Networks,2018,0.002631386475066615,8
W3105247453,PyMT5: multi-mode translation of natural language and Python code with transformers,2020,0.002586612050004129,8
W3043761819,CoCoNuT: combining context-aware neural translation models using ensemble for program repair,2020,0.0025604301402077914,8
W2952032096,Representing Schema Structure with Graph Neural Networks for Text-to-SQL Parsing,2019,0.002502255421902899,8
W2804660315,Generative Code Modeling with Graphs,2018,0.0024941071434789624,8
W2968179027,When deep learning met code search,2019,0.0023598946597876307,8
W3008088841,CodeBERT: A Pre-Trained Model for Programming and Natural Languages,2020,0.0023455888507509025,8
W2996132992,Measuring Compositional Generalization: A Comprehensive Method on Realistic Data,2019,0.0022939276118991467,8
W2890561662,IncSQL: Training Incremental Text-to-SQL Parsers with Non-Deterministic Oracles,2018,0.0022673130520472836,8
W4385302687,Explaining machine learning models with interactive natural language conversations using TalkToModel,2023,0.0022364896595479765,8
W2970172141,Editing-Based SQL Query Generation for Cross-Domain Context-Dependent Questions,2019,0.0022189677588824253,8
W2890867094,TRANX: A Transition-based Neural Abstract Syntax Parser for Semantic Parsing and Code Generation,2018,0.002183793195595629,8
W3011564318,Big code != big vocabulary,2020,0.0021663940553156113,8
W2964161178,Decoupling Structure and Lexicon for Zero-Shot Semantic Parsing,2018,0.002112281782546448,8
W2996346899,Permutation Equivariant Models for Compositional Generalization in Language,2020,0.0020832252029728965,8
W3162689995,Code Prediction by Feeding Trees to Transformers,2021,0.002078755290365668,8
W2999343753,Multi-modal Attention Network Learning for Semantic Source Code Retrieval,2019,0.002061173522913216,8
W3121707215,Multi-task learning based pre-trained language model for code completion,2020,0.0020506387960498714,8
W3014339000,Detecting Code Clones with Graph Neural Network and Flow-Augmented Abstract Syntax Tree,2020,0.0020501804121024004,8
W2967096374,DeepDelta: learning to repair compilation errors,2019,0.002038020540347823,8
W4321162272,Studying the effect of AI Code Generators on Supporting Novice Learners in Introductory Programming,2023,0.0019952551722670505,8
W2888651608,A neural framework for retrieval and summarization of source code,2018,0.001991401536556254,8
W3214600982,PICARD: Parsing Incrementally for Constrained Auto-Regressive Decoding from Language Models,2021,0.001941149106244023,8
W2963866663,Natural Language to Structured Query Generation via Meta-Learning,2018,0.0019175973256195748,8
W3156012351,Constrained Language Models Yield Few-Shot Semantic Parsers,2021,0.0019105605653172888,8
W3000240292,Compiler Error Messages Considered Unhelpful,2019,0.0019105245118975385,8
W2963868320,Learning to Map Context-Dependent Sentences to Executable Formal Queries,2018,0.001910114877746703,8
W2805788202,Retrieval on source code: a neural code search,2018,0.0018987459803894039,8
W2955270045,Program Synthesis and Semantic Parsing with Learned Code Idioms,2019,0.0018814475707856946,8
W3104040280,Neural Semantic Parsing over Multiple Knowledge-bases,2017,0.0018387560595922435,8
W2912624765,A Comprehensive Exploration on WikiSQL with Table-Aware Word Contextualization.,2019,0.0018346984351669984,8
W2963545046,NL2Bash: A Corpus and Semantic Parser for Natural Language Interface to the Linux Operating System,2018,0.0018071353920931668,8
W2798753108,DialSQL: Dialogue Based Structured Query Generation,2018,0.0018052548364037757,8
W2971323043,Global Reasoning over Database Structures for Text-to-SQL Parsing,2019,0.0017817715261459614,8
W3035231859,TaBERT: Pretraining for Joint Understanding of Textual and Tabular Data,2020,0.0017224928153307744,8
W2963207291,Semantic Parsing with Syntax- and Table-Aware SQL Generation,2018,0.0017179812561332422,8
W4323037544,Conversing with Copilot: Exploring Prompt Engineering for Solving CS1 Problems Using Natural Language,2023,0.0017077955027572204,8
W3173274550,Compositional Generalization and Natural Language Variation: Can a Semantic Parsing Approach Handle Both?,2021,0.0016942156902650433,8
