paper_id,title,year,eigenvector,cluster_id
W2516621648,Summarizing Source Code using a Neural Attention Model,2016,0.26016832357911035,8
W2884276923,Deep code comment generation,2018,0.22614945175739987,8
W3034689979,A Transformer-based Approach for Source Code Summarization,2020,0.18488092184830351,8
W2888557792,Improving automatic source code summarization via deep reinforcement learning,2018,0.17883389868136876,8
W3091730360,Retrieval-based neural source code summarization,2020,0.17249418805207553,8
W2964194820,A Neural Model for Generating Natural Language Summaries of Program Subroutines,2019,0.1701662181234959,8
W3098605233,CodeBERT: A Pre-Trained Model for Programming and Natural Languages,2020,0.1636117738840842,8
W2807964941,Summarizing Source Code with Transferred API Knowledge,2018,0.15000754491244664,8
W3086449553,Improved Code Summarization via a Graph Neural Network,2020,0.14137059095254345,8
W2949297108,Deep code comment generation with hybrid lexical and syntactical information,2019,0.13618360146984138,8
W2962995178,A Convolutional Attention Network for Extreme Summarization of Source Code,2016,0.10898487236371099,8
W4400276325,ESALE: <u>E</u>nhancing Code-<u>S</u>ummary <u>A</u>lignment <u>L</u>earning for Source Code Summarization,2024,0.10648069631188928,8
W3176913510,Improving Code Summarization with Block-wise Abstract Syntax Tree Splitting,2021,0.1053060947797014,8
W3198685994,CodeT5: Identifier-aware Unified Pre-trained Encoder-Decoder Models for Code Understanding and Generation,2021,0.10255412146313655,8
W4388631682,An Extractive-and-Abstractive Framework for Source Code Summarization,2023,0.10124121372343493,8
W3177492177,Code Summarization with Structure-induced Transformer,2021,0.09995453771760976,8
W3195727321,Reassessing automatic evaluation metrics for code summarization tasks,2021,0.09986585998824221,8
W2794601162,Deep code search,2018,0.09589856628080834,8
W4221162678,Source Code Summarization with Structural Relative Position Guided Transformer,2022,0.09582763953700643,8
W2963617989,A Syntactic Neural Model for General-Purpose Code Generation,2017,0.09508652517197776,8
W4392806399,Do Code Summarization Models Process Too Much Information? Function Signature May Be All What Is Needed,2024,0.09373118399544245,8
W4388412504,Deep Is Better? An Empirical Comparison of Information Retrieval and Deep Learning Approaches to Code Summarization,2023,0.09156531231083305,8
W3159616622,Code Structure–Guided Transformer for Source Code Summarization,2022,0.09116853564253379,8
W4408126762,Bash command comment generation via multi-scale heterogeneous feature fusion,2025,0.09099490465689992,8
W2964150020,code2vec: learning distributed representations of code,2019,0.08863522759254196,8
W2979486033,Code Generation as a Dual Task of Code Summarization,2019,0.08502547959408399,8
W2979271470,Automatic Source Code Summarization with Extended Tree-LSTM,2019,0.08471590045441978,8
W3176248591,API2Com: On the Improvement of Automatically Generated Code Comments Using API Documentations,2021,0.08436665455037083,8
W3182190622,ComFormer: Code Comment Generation via Transformer and Fusion Method-based Hybrid Code Representation,2021,0.08315344507303828,8
W3123545166,"Code to comment ""translation""",2020,0.08280688738096474,8
W3196992070,CAST: Enhancing Code Summarization with Hierarchical Splitting and Reconstruction of Abstract Syntax Trees,2021,0.08267015407132229,8
W4225081837,GypSum,2022,0.08001211682505527,8
W4285210829,Impact of Evaluation Methodologies on Code Summarization,2022,0.07873394463438076,8
W3175000455,A Multi-Modal Transformer-based Code Summarization Approach for Smart Contracts,2021,0.07849731212767878,8
W4221146651,DualSC: Automatic Generation and Summarization of Shellcode via Transformer and Dual Learning,2022,0.07834994910386284,8
W4249122235,Retrieve and refine,2020,0.07693790755880048,8
W4214548153,A Survey of Automatic Source Code Summarization,2022,0.07626420566178047,8
W2964270303,Recommendations for Datasets for Source Code Summarization,2019,0.07609214400676612,8
W4384159055,Interpretation-based Code Summarization,2023,0.07565652666190807,8
W4393190262,Bash comment generation via data augmentation and semantic-aware CodeBERT,2024,0.07551271346850436,8
W3174885139,Project-Level Encoding for Neural Source Code Summarization of Subroutines,2021,0.07430793559032947,8
W3011632945,Reinforcement-Learning-Guided Source Code Summarization Using Hierarchical Attention,2020,0.07297555773762365,8
W2955426500,A Novel Neural Source Code Representation Based on Abstract Syntax Tree,2019,0.0722176494989652,8
W3119507053,GraphCodeBERT: Pre-training Code Representations with Data Flow,2021,0.07215411296601024,8
W4367666333,READSUM: Retrieval-Augmented Adaptive Transformer for Source Code Summarization,2023,0.07195940743396707,8
W4285282363,Modeling Hierarchical Syntax Structure with Triplet Position for Source Code Summarization,2022,0.07187323198223641,8
W3179515446,SeCNN: A semantic CNN parser for code comment generation,2021,0.07008047845706003,8
W4284697810,SPT-code,2022,0.06999798557798993,8
W4308641647,Are we building on the rock? on the importance of data preprocessing for code summarization,2022,0.06946113997784464,8
W4220921499,A Review on Source Code Documentation,2022,0.06945198201451909,8
W3212549866,Novel Natural Language Summarization of Program Code via Leveraging Multiple Input Representations,2021,0.06917338384065326,8
W4286530329,Assemble Foundation Models for Automatic Code Summarization,2022,0.06827855252543713,8
W2888312537,Neural-machine-translation-based commit message generation: how far are we?,2018,0.06816849592258359,8
W4312794920,BashExplainer: Retrieval-Augmented Bash Code Comment Generation based on Fine-tuned CodeBERT,2022,0.06815855735911606,8
W4284688961,Multilingual training for software engineering,2022,0.0677931164484838,8
W4406167766,Automatic Code Summarization Using Abbreviation Expansion and Subword Segmentation,2025,0.06777440323769325,8
W3099636232,Leveraging Code Generation to Improve Code Retrieval and Summarization via Dual Learning,2020,0.06767796912425769,8
W4282927279,Code comment generation based on graph neural network enhanced transformer model for code understanding in open-source software ecosystems,2022,0.06727627389157563,8
W4384345739,Keeping Pace with Ever-Increasing Data: Towards Continual Learning of Code Intelligence Models,2023,0.06705535940106662,8
W3186152447,Fine-grained Pseudo-code Generation Method via Code Feature Extraction and Transformer,2021,0.06702706420904098,8
W4284667247,On the evaluation of neural code summarization,2022,0.06698775608192178,8
W4206251287,Retrieval Augmented Code Generation and Summarization,2021,0.06648702853495261,8
W4402897306,On the Effectiveness of Large Language Models in Statement-level Code Summarization,2024,0.0646172904901002,8
W4392365769,Distilled GPT for source code summarization,2024,0.0637263245448596,8
W2888651608,A neural framework for retrieval and summarization of source code,2018,0.06371339105187028,8
W4391558635,Large Language Models are Few-Shot Summarizers: Multi-Intent Comment Generation via In-Context Learning,2024,0.06338967227957723,8
W4387769581,Survey of Code Search Based on Deep Learning,2023,0.06313035911299184,8
W4384302770,Developer-Intent Driven Code Comment Generation,2023,0.062054913925391995,8
W4384345795,CoCoSoDa: Effective Contrastive Learning for Code Search,2023,0.061644296077495074,8
W4293509738,SeTransformer: A Transformer-Based Code Semantic Parser for Code Comment Generation,2022,0.06090176152486896,8
W4284696121,AST-trans,2022,0.059562424341690706,8
W3185835445,Code to Comment Translation: A Comparative Study on Model Effectiveness &amp; Errors,2021,0.0583510654798958,8
W2963794306,Language to Logical Form with Neural Attention,2016,0.0568261907436758,8
W3161997752,Studying the Usage of Text-To-Text Transfer Transformer to Support Code-Related Tasks,2021,0.05662815110327379,8
W2964268484,Automatic Generation of Text Descriptive Comments for Code Blocks,2018,0.05657444857624289,8
W3123811550,Retrieval-Augmented Generation for Code Summarization via Hybrid GNN,2020,0.0562036934660276,8
W4379231174,Natural Language Generation and Understanding of Big Code for AI-Assisted Programming: A Review,2023,0.05597017556812978,8
W3199042156,CodeQA: A Question Answering Dataset for Source Code Comprehension,2021,0.05586500433536737,8
W3044696186,Fret: Functional Reinforced Transformer With BERT for Code Summarization,2020,0.055836552582481165,8
W4407167185,Context-aware code summarization with multi-relational graph neural network,2025,0.05560936520581591,8
W2979792666,The adverse effects of code duplication in machine learning models of code,2019,0.055435242063828785,8
W4289792856,Code Generation Using Machine Learning: A Systematic Review,2022,0.054479484406285195,8
W4366447853,ALSI-Transformer: Transformer-Based Code Comment Generation with Aligned Lexical and Syntactic Information,2023,0.054333768502539945,8
