id,title,year,pagerank,cluster
W2311607323,Deep learning in bioinformatics,2016,0.03401396864872952,11
W2995514860,Modeling aspects of the language of life through transfer-learning protein sequences,2019,0.03343847422273295,11
W3158236124,ProtTrans: Towards Cracking the Language of Life’s Code Through Self-Supervised Learning,2020,0.028372927609490048,11
W2964864162,Named Entity Recognition and Normalization Applied to Large-Scale Information Extraction from the Materials Science Literature,2019,0.02656767708434934,11
W3103092523,Molecular Transformer: A Model for Uncertainty-Calibrated Chemical Reaction Prediction,2019,0.02602813665619289,11
W3177500196,ProtTrans: Toward Understanding the Language of Life Through Self-Supervised Learning,2021,0.02024876784775917,11
W2973114758,SMILES-BERT,2019,0.019558181707757537,11
W3111174583,Transformer protein language models are unsupervised structure learners,2020,0.018593744366960777,11
W3133458480,MSA Transformer,2021,0.01664567226991644,11
W2963676163,Grammar variational autoencoder,2017,0.014804840159734297,11
W2999645992,Inorganic Materials Synthesis Planning with Literature-Trained Neural Networks,2020,0.014429759211061686,11
W2571050567,Linking the Neural Machine Translation and the Prediction of Organic Chemistry Reactions,2016,0.013575408432506271,11
W2899788782,DeepConv-DTI: Prediction of drug-target interactions via deep learning with convolution on protein sequences,2019,0.01307499266478883,11
W2565684601,Low Data Drug Discovery with One-Shot Learning,2017,0.01239622470576738,11
W4284973298,cACP-DeepGram: Classification of anticancer peptides via deep neural network and skip-gram-based word embedding model,2022,0.011989338530020465,11
W2896262061,Recurrent Neural Network for Predicting Transcription Factor Binding Sites,2018,0.011344100186137783,11
W3127238141,DNABERT: pre-trained Bidirectional Encoder Representations from Transformers model for DNA-language in genome,2021,0.009785607968299768,11
W3101509328,Transforming the Language of Life,2020,0.00977067694666885,11
W4205773061,ProteinBERT: a universal deep-learning model of protein sequence and function,2022,0.008717700838617799,11
W3144701084,"The language of proteins: NLP, machine learning &amp; protein sequences",2021,0.00869628510578241,11
W2936166854,A Machine Learning Approach to Zeolite Synthesis Enabled by Automatic Literature Data Extraction,2019,0.008403591826840242,11
W3114990254,Single Layers of Attention Suffice to Predict Protein Contacts,2020,0.008340671611524119,11
W2968734407,Pushing the Boundaries of Molecular Representation for Drug Discovery with the Graph Attention Mechanism,2019,0.008291405258335544,11
W3115677442,Data-driven materials research enabled by natural language processing and information extraction,2020,0.008164663444973044,11
W3018980093,MolTrans: Molecular Interaction Transformer for drug–target interaction prediction,2020,0.008045711707301128,11
W3129125493,A transformer architecture based on BERT and 2D convolutional neural network to identify DNA enhancers from sequence information,2021,0.007116432386004225,11
W2617750324,DeepSite: protein-binding site predictor using 3D-convolutional neural networks,2017,0.006887368771520687,11
W3121000782,Learning the language of viral evolution and escape,2021,0.006237480168379522,11
W4318071656,Large language models generate functional protein sequences across diverse families,2023,0.006101817337648779,11
W3197123494,Pre-Training of Deep Bidirectional Protein Sequence Representations With Structural Information,2021,0.005658650573435529,11
W4388033280,AIPs-SnTCN: Predicting Anti-Inflammatory Peptides Using fastText and Transformer Encoder-Based Hybrid Word Embedding with Self-Normalized Temporal Convolutional Networks,2023,0.005432718075679098,11
W3113177135,A Generalization of Transformer Networks to Graphs,2020,0.0054280745014334214,11
W3010145447,Predicting retrosynthetic pathways using transformer-based models and a hyper-graph exploration strategy,2020,0.005157873233260894,11
W2900694973,Gene2vec: gene subsequence embedding for prediction of mammalian <i>N</i><sup>6</sup>-methyladenosine sites from mRNA,2018,0.005112100200163563,11
W3201869313,MatSciBERT: A materials domain language model for text mining and information extraction,2022,0.00504548959097844,11
W4388024559,ProGen2: Exploring the boundaries of protein language models,2023,0.005032777409813449,11
W3095883070,Self-Supervised Graph Transformer on Large-Scale Molecular Data,2020,0.0049228313793829945,11
W4224442790,Quantifying the advantage of domain-specific pre-training on named entity recognition tasks in materials science,2022,0.0045307741444838385,11
W2994678679,Predicting Retrosynthetic Reactions Using Self-Corrected Transformer Neural Networks,2019,0.004462124474593977,11
W2987092090,Classifying Promoters by Interpreting the Hidden Information of DNA Sequences via Deep Learning and Combination of Continuous FastText N-Grams,2019,0.0043518240221135165,11
W3166142427,"Learning the protein language: Evolution, structure, and function",2021,0.0042996054981526135,11
W3134227030,iEnhancer-DHF: Identification of Enhancers and Their Strengths Using Optimize Deep Neural Network With Multiple Features Extraction Methods,2021,0.0042354006763880465,11
W3007488165,Molecule Attention Transformer,2020,0.0041845762845013935,11
W3164046276,Structure-based protein function prediction using graph convolutional networks,2021,0.004173383044502793,11
W2931503046,iMotor-CNN: Identifying molecular functions of cytoskeleton motor proteins using 2D convolutional neural network via Chou's 5-step rule,2019,0.004067152449209908,11
W3043096321,Guidelines for Recurrent Neural Network Transfer Learning-Based Molecular Generation of Focused Libraries,2020,0.0039772669224579175,11
W3094771832,State-of-the-art augmented NLP transformer models for direct and single-step retrosynthesis,2020,0.003974743305478588,11
W2943935116,ACP-DL: A Deep Learning Long Short-Term Memory Model to Predict Anticancer Peptides Using High-Efficiency Feature Representation,2019,0.0039303786150430425,11
W4393187479,iAFPs-Mv-BiTCN: Predicting antifungal peptides using self-attention transformer embedding and transform evolutionary based multi-view features with bidirectional temporal convolutional networks,2024,0.003842876944973185,11
W3030978062,Transformer-CNN: Swiss knife for QSAR modeling and interpretation,2020,0.0037834104334466623,11
W3088999551,Transfer learning enables the molecular transformer to predict regio- and stereoselective reactions on carbohydrates,2020,0.0037771486847662933,11
W2991091214,Identifying SNAREs by Incorporating Deep Learning Architecture and Amino Acid Embedding Representation,2019,0.0037267892724129033,11
W3034949140,The SOFC-Exp Corpus and Neural Approaches to Information Extraction in the Materials Science Domain,2020,0.0037119315608125196,11
W3093934881,ChemBERTa: Large-Scale Self-Supervised Pretraining for Molecular Property Prediction,2020,0.0037032720768469477,11
W4212837331,A deep-learning system bridging molecule structure and biomedical text with comprehension comparable to human professionals,2022,0.003654698445541493,11
W4225983992,ACP-MHCNN: an accurate multi-headed deep-convolutional neural network to predict anticancer peptides,2021,0.0036427375120220125,11
W4226159083,Chemformer: a pre-trained transformer for computational chemistry,2021,0.003632221066333952,11
W3005353977,Exploring chemical space using natural language processing methodologies for drug discovery,2020,0.003624568505310145,11
W4313485929,Large-scale chemical language representations capture molecular structure and properties,2022,0.003433457232675844,11
W2986232138,SMILES Transformer: Pre-trained Molecular Fingerprint for Low Data Drug Discovery,2019,0.0034127810071900543,11
W3119872582,Transformer neural network for protein-specific de novo drug generation as a machine translation problem,2021,0.003379908874735703,11
W4392002118,Extracting accurate materials data from research papers with conversational language models and prompt engineering,2024,0.0032646142118325965,11
W4367602258,scGPT: Towards Building a Foundation Model for Single-Cell Multi-omics Using Generative AI,2023,0.003050983280757009,11
