id,title,year,pagerank,cluster
W1903029394,Fully convolutional networks for semantic segmentation,2015,0.10636366206699407,0
W2097117768,Going deeper with convolutions,2015,0.0706722698077816,0
W1948751323,Hypercolumns for object segmentation and fine-grained localization,2015,0.06361345223168403,0
W2124592697,Conditional Random Fields as Recurrent Neural Networks,2015,0.013364688848571503,0
W4385245566,Attention Is All You Need,2017,0.011691854768656362,0
W2752782242,Squeeze-and-Excitation Networks,2018,0.011441143642412537,0
W2613718673,Faster R-CNN: towards real-time object detection with region proposal networks,2015,0.011361360867092827,0
W1495267108,BoxSup: Exploiting Bounding Boxes to Supervise Convolutional Networks for Semantic Segmentation,2015,0.01114350883522974,0
W2963563573,Efficient Piecewise Training of Deep Structured Models for Semantic Segmentation,2016,0.010907357805532782,0
W2560023338,Pyramid Scene Parsing Network,2017,0.010225783277064955,0
W2412782625,"DeepLab: Semantic Image Segmentation with Deep Convolutional Nets, Atrous Convolution, and Fully Connected CRFs",2017,0.010030312341521025,0
W2565639579,Feature Pyramid Networks for Object Detection,2017,0.009820742118674567,0
W1536680647,Fast R-CNN,2015,0.009723924484156564,0
W1745334888,Learning Deconvolution Network for Semantic Segmentation,2015,0.008414656935451828,0
W2340897893,The Cityscapes Dataset for Semantic Urban Scene Understanding,2016,0.007440527412494286,0
W2963881378,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation,2017,0.006715214693430844,0
W1817277359,ParseNet: Looking Wider to See Better,2015,0.006623024711828987,0
W2963108253,Semantic Image Segmentation via Deep Parsing Network,2015,0.005955545432793698,0
W2884585870,CBAM: Convolutional Block Attention Module,2018,0.004872752687968055,0
W3094502228,An Image is Worth 16x16 Words: Transformers for Image Recognition at Scale,2020,0.00476276833459008,0
W2964081807,Learning Transferable Architectures for Scalable Image Recognition,2018,0.004503535384704714,0
W3138516171,Swin Transformer: Hierarchical Vision Transformer using Shifted Windows,2021,0.00443862409825747,0
W3096609285,End-to-End Object Detection with Transformers,2020,0.004431197789574936,0
W603908379,Spatial transformer networks,2015,0.0043150306296184954,0
W2963125010,ShuffleNet: An Extremely Efficient Convolutional Neural Network for Mobile Devices,2018,0.004111190202396866,0
W2962891704,Attention to Scale: Scale-Aware Semantic Image Segmentation,2016,0.003794599377117731,0
W2964309882,Encoder-Decoder with Atrous Separable Convolution for Semantic Image Segmentation,2018,0.003738725812228997,0
W2963495494,Residual Attention Network for Image Classification,2017,0.003665004110002647,0
W2962858109,Grad-CAM: Visual Explanations from Deep Networks via Gradient-Based Localization,2017,0.0034769378653715334,0
W2746314669,Improved Regularization of Convolutional Neural Networks with Cutout,2017,0.0034381902380133454,0
W2508741746,Laplacian Pyramid Reconstruction and Refinement for Semantic Segmentation,2016,0.0032443617900777613,0
W2955058313,Dual Attention Network for Scene Segmentation,2019,0.002745191343987058,0
W2563705555,RefineNet: Multi-path Refinement Networks for High-Resolution Semantic Segmentation,2017,0.0027066096572833306,0
W2981689412,CCNet: Criss-Cross Attention for Semantic Segmentation,2019,0.002701762108156441,0
W2300242332,XNOR-Net: ImageNet Classification Using Binary Convolutional Neural Networks,2016,0.0025776940586041738,0
W1910657905,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation,2015,0.0025105704189803176,0
W2964080601,Relation Networks for Object Detection,2018,0.0022754050694428402,0
W2964212750,Density-Aware Single Image De-raining Using a Multi-stream Dense Network,2018,0.0022058500333754782,0
W2981413347,Attention Augmented Convolutional Networks,2019,0.0021856994606036045,0
W2963918968,MnasNet: Platform-Aware Neural Architecture Search for Mobile,2019,0.0019856144956432514,0
W3170841864,Rethinking Semantic Segmentation from a Sequence-to-Sequence Perspective with Transformers,2021,0.0018597016982055449,0
W2963857746,Path Aggregation Network for Instance Segmentation,2018,0.001856628004428704,0
W2964101377,Residual Dense Network for Image Super-Resolution,2018,0.0018512329208743795,0
W3131500599,Pyramid Vision Transformer: A Versatile Backbone for Dense Prediction without Convolutions,2021,0.001823800687671376,0
W2963821229,Progressive Neural Architecture Search,2018,0.001769958735530494,0
W2780708736,A Stagewise Refinement Model for Detecting Salient Objects in Images,2017,0.0017146319507386496,0
W2469490737,DoReFa-Net: Training Low Bitwidth Convolutional Neural Networks with Low Bitwidth Gradients,2016,0.0016694570264004344,0
W2982770724,FCOS: Fully Convolutional One-Stage Object Detection,2019,0.0016661837662475816,0
W2963727650,Context Encoding for Semantic Segmentation,2018,0.0016566493434499268,0
W2724359148,ShuffleNet: An Extremely Efficient Convolutional Neural Network for Mobile Devices,2017,0.001607178244529621,0
W3121523901,Tokens-to-Token ViT: Training Vision Transformers from Scratch on ImageNet,2021,0.001553545728850433,0
W2983446232,Local Relation Networks for Image Recognition,2019,0.0015525756204907417,0
W2866634454,Image Super-Resolution Using Very Deep Residual Channel Attention Networks,2018,0.0015512439189922511,0
W2555182955,Fully Convolutional Instance-Aware Semantic Segmentation,2017,0.001384681601514385,0
W2895340641,PSANet: Point-wise Spatial Attention Network for Scene Parsing,2018,0.001377922398180508,0
W2992308087,CutMix: Regularization Strategy to Train Strong Classifiers With Localizable Features,2019,0.0013643486027958445,0
W3012573144,CornerNet: Detecting Objects as Paired Keypoints,2018,0.001359810339015041,0
W1857884451,Learning Multi-domain Convolutional Neural Networks for Visual Tracking,2016,0.0013561384735485164,0
W1485009520,Convolutional LSTM Network: A Machine Learning Approach for Precipitation Nowcasting,2015,0.0013403261728104246,0
W2966926453,"Deformable ConvNets V2: More Deformable, Better Results",2019,0.0013383565370484636,0
W2592939477,Understanding Convolution for Semantic Segmentation,2018,0.001337838160553742,0
W2798122215,Attention U-Net: Learning Where to Look for the Pancreas,2018,0.001328168416995503,0
W2954996726,A survey on Image Data Augmentation for Deep Learning,2019,0.001309713427064188,0
W2507296351,Semantic Understanding of Scenes Through the ADE20K Dataset,2018,0.0012986430615122356,0
W3034885317,Exploring Self-Attention for Image Recognition,2020,0.0012443977501918363,0
W2785994986,Matrix capsules with EM routing,2018,0.0012271414821000929,0
W2963786238,Single-Shot Refinement Neural Network for Object Detection,2018,0.0012147303121175144,0
W2910628332,Panoptic Feature Pyramid Networks,2019,0.0012119143630680488,0
W2406270520,Bridging Category-level and Instance-level Semantic Image Segmentation,2016,0.0011866705926351349,0
W2473131906,Gaussian Conditional Random Field Network for Semantic Segmentation,2016,0.0011757073494518702,0
W2221898772,Weakly-and Semi-Supervised Learning of a Deep Convolutional Network for Semantic Image Segmentation,2015,0.0011492369932293266,0
W2963068995,CoupleNet: Coupling Global Structure with Local Parts for Object Detection,2017,0.0010883762488180157,0
W3034971973,EfficientDet: Scalable and Efficient Object Detection,2020,0.0010820070003283127,0
W2963996492,Object Detectors Emerge in Deep Scene CNNs,2015,0.0010784007443326274,0
W2963035940,Generating High-Quality Crowd Density Maps Using Contextual Pyramid CNNs,2017,0.0010580771237873846,0
W3092462694,Deformable DETR: Deformable Transformers for End-to-End Object Detection,2020,0.001048425667968964,0
W2899663614,Gaussian Error Linear Units (GELUs),2016,0.0010480223165576581,0
