id,title,year,pagerank,cluster
W1948566616,Semantically Conditioned LSTM-based Natural Language Generation for Spoken Dialogue Systems,2015,0.11870278434122132,17
W2963797754,A Network-based End-to-End Trainable Task-oriented Dialogue System,2017,0.09187710438620192,17
W2964101860,Neural Belief Tracker: Data-Driven Dialogue State Tracking,2017,0.07260560648673012,17
W2473329891,Multi-Domain Joint Semantic Frame Parsing Using Bi-Directional RNN-LSTM,2016,0.06781398854698709,17
W2473965551,End-to-End Memory Networks with Knowledge Carryover for Multi-Turn Spoken Language Understanding,2016,0.03763275745281467,17
W2803392141,Slot-Gated Modeling for Joint Slot Filling and Intent Prediction,2018,0.018003738962779577,17
W2604698497,Frames: a corpus for adding memory to goal-oriented dialogue systems,2017,0.017119125423836663,17
W2798367796,Global-Locally Self-Attentive Encoder for Dialogue State Tracking,2018,0.012810021285471505,17
W2963009325,Large-Scale Multi-Domain Belief Tracking with Knowledge Sharing,2018,0.012146621371984688,17
W2891732163,MultiWOZ - A Large-Scale Multi-Domain Wizard-of-Oz Dataset for Task-Oriented Dialogue Modelling,2018,0.011662281604334253,17
W2945475330,Transferable Multi-Domain State Generator for Task-Oriented Dialogue Systems,2019,0.011607959695960901,17
W2962886331,A Copy-Augmented Sequence-to-Sequence Architecture Gives Good Performance on Task-Oriented Dialogue,2017,0.011432880413729984,17
W2798914047,Sequicity: Simplifying Task-oriented Dialogue Systems with Single Sequence-to-Sequence Architectures,2018,0.011078683659180825,17
W2963283951,An End-to-end Approach for Handling Unknown Slot Values in Dialogue State Tracking,2018,0.010606638849350989,17
W2997771882,Towards Scalable Multi-Domain Conversational Agents: The Schema-Guided Dialogue Dataset,2020,0.010041402934695439,17
W2963068985,Towards End-to-End Reinforcement Learning of Dialogue Agents for Information Access,2017,0.00923682506818315,17
W2963033987,Joint Slot Filling and Intent Detection via Capsule Neural Networks,2019,0.008888136861414549,17
W3104078590,ConveRT: Efficient and Accurate Conversational Representations from Transformers,2020,0.008225677104520242,17
W3045492832,Efficient Intent Detection with Dual Sentence Encoders,2020,0.007971800392695867,17
W2963641152,Towards Universal Dialogue State Tracking,2018,0.007918408605705531,17
W2784070054,Building a Conversational Agent Overnight with Dialogue Self-Play,2018,0.007856582928724183,17
W2594726847,Hybrid Code Networks: practical and efficient end-to-end dialog control with supervised and reinforcement learning,2017,0.007121850568855395,17
W2979400990,Dialog State Tracking: A Neural Reading Comprehension Approach,2019,0.007008992217559037,17
