paper_id,title,year,eigenvector,cluster_id
W2963517393,Robust Scene Text Recognition with Automatic Rectification,2016,0.20462000566964886,14
W2294053032,Recursive Recurrent Nets with Attention Modeling for OCR in the Wild,2016,0.1812384172475936,14
W2965066169,"Show, Attend and Read: A Simple and Strong Baseline for Irregular Text Recognition",2019,0.16651631480471976,14
W2875814315,Mask TextSpotter: An End-to-End Trainable Neural Network for Spotting Text with Arbitrary Shapes,2018,0.1536350659486206,14
W2963233387,Scene Text Recognition from Two-Dimensional Perspective,2019,0.15277651753475674,14
W2795619303,AON: Towards Arbitrarily-Oriented Text Recognition,2018,0.15265681898287017,14
W3035449864,Towards Accurate Scene Text Recognition With Semantic Reasoning Networks,2020,0.152634328539086,14
W3181186176,"Read Like Humans: Autonomous, Bidirectional and Iterative Language Modeling for Scene Text Recognition",2021,0.1486850048545385,14
W3004846386,What Is Wrong With Scene Text Recognition Model Comparisons? Dataset and Model Analysis,2019,0.1461713484550526,14
W2998382406,Decoupled Attention Network for Text Recognition,2020,0.14076706052719692,14
W4310335763,"ABINet++: Autonomous, Bidirectional and Iterative Language Modeling for Scene Text Spotting",2022,0.13434069458389677,14
W3005436539,Symmetry-Constrained Rectification Network for Scene Text Recognition,2019,0.1290305777666531,14
W3034447740,SEED: Semantics Enhanced Encoder-Decoder Framework for Scene Text Recognition,2020,0.1288586514859079,14
W2970910956,Mask TextSpotter: An End-to-End Trainable Neural Network for Spotting Text with Arbitrary Shapes,2019,0.12881576547681764,14
W2750938222,Focusing Attention: Towards Accurate Text Recognition in Natural Images,2017,0.12782549916388689,14
W3021481629,Text Recognition in the Wild: A Survey,2020,0.12423590843424308,14
W3134064484,Text Recognition in the Wild,2021,0.12385996568819799,14
W3110267192,RobustScanner: Dynamically Enhancing Positional Clues for Robust Text Recognition,2020,0.1204272740678428,14
W2964018263,FOTS: Fast Oriented Text Spotting with a Unified Network,2018,0.11523083290430361,14
W2740767790,Learning to Read Irregular Text with Attention Mechanisms,2017,0.11176245121424926,14
W2963327605,Edit Probability for Scene Text Recognition,2018,0.11084659932188938,14
W2964296749,Towards End-to-End Text Spotting with Convolutional Recurrent Neural Networks,2017,0.11022565647879802,14
W4396506223,SignboardText: Text Detection and Recognition in In-the-Wild Signboard Images,2024,0.10909062114450589,14
W3013224334,SCATTER: Selective Context Attentional Scene Text Recognizer,2020,0.10266120214951038,14
W4386410320,CDistNet: Perceiving Multi-domain Character Distance for Robust Text Recognition,2023,0.10048679947650199,14
W3202415716,From Two to One: A New Scene Text Recognizer with Visual Language Modeling Network,2021,0.09993727459650609,14
W2981969038,Towards Unconstrained End-to-End Text Spotting,2019,0.098967606538119,14
W2988098900,TextDragon: An End-to-End Framework for Arbitrary Shaped Text Spotting,2019,0.09478047158919158,14
W2788069964,Char-Net: A Character-Aware Neural Network for Distorted Scene Text Recognition,2018,0.09441127293395717,14
W4319777850,Image-to-Character-to-Word Transformers for Accurate Scene Text Recognition,2023,0.09412919274428748,14
W3175618949,Primitive Representation Learning for Scene Text Recognition,2021,0.09362432363207257,14
W2962986948,An End-to-End TextSpotter with Explicit Alignment and Attention,2018,0.09093191541599831,14
W2997749585,TextScanner: Reading Characters in Order for Robust Scene Text Recognition,2020,0.09049872550408591,14
W2997864923,GTC: Guided Training of CTC towards Efficient and Accurate Scene Text Recognition,2020,0.0895332654128946,14
W3003642782,NRTR: A No-Recurrence Sequence-to-Sequence Model for Scene Text Recognition,2019,0.0888354163710745,14
W3202912918,Joint Visual Semantic Reasoning: Multi-Stage Decoder for Text Recognition,2021,0.08794443259124683,14
W3097932944,Character Region Attention for Text Spotting,2020,0.08729856003194793,14
W4312879041,Scene Text Recognition with Permuted Autoregressive Sequence Models,2022,0.08521175953158558,14
W3035106683,On Vocabulary Reliance in Scene Text Recognition,2020,0.08446103866286706,14
W4312843595,Multi-granularity Prediction for Scene Text Recognition,2022,0.08428980042488526,14
W2978036638,MASTER: Multi-aspect non-local network for scene text recognition,2021,0.08246250807111337,14
W4390872592,Self-supervised Character-to-Character Distillation for Text Recognition,2023,0.08098971042442103,14
W4312787220,Levenshtein OCR,2022,0.08002479370725069,14
W4381090279,Scene text understanding: recapitulating the past decade,2023,0.0782454659348107,14
W2952285877,2D Attentional Irregular Scene Text Recognizer,2019,0.07799083073830453,14
W3111172959,MANGO: A Mask Attention Guided One-Stage Scene Text Spotter,2021,0.07742110427653129,14
W3206651063,"PIMNet: A Parallel, Iterative and Mimicking Network for Scene Text Recognition",2021,0.07716357326822995,14
W2983626510,Convolutional Character Networks,2019,0.07629531995509446,14
W4386065575,Self-Supervised Implicit Glyph Attention for Text Recognition,2023,0.07486205825419497,14
W4313045695,Toward Understanding WordArt: Corner-Guided Transformer for Scene Text Recognition,2022,0.07415879511666396,14
W4385767967,TPS++: Attention-Enhanced Thin-Plate Spline for Scene Text Recognition,2023,0.07403174535986036,14
W4390872070,LISTER: Neighbor Decoding for Length-Insensitive Scene Text Recognition,2023,0.07339009363155022,14
W4392980188,Turning a CLIP Model into a Scene Text Spotter,2024,0.07320324952602647,14
W4292825881,PETR: Rethinking the Capability of Transformer-Based Language Model in Scene Text Recognition,2022,0.07311154301326103,14
W3159307593,PAN++: Towards Efficient and Accurate End-to-End Spotting of Arbitrarily-Shaped Text,2021,0.07294711179951703,14
W3204479434,Vision Transformer for Fast and Efficient Scene Text Recognition,2021,0.07242426145515866,14
W2967615747,Character Region Awareness for Text Detection,2019,0.07202822275896414,14
W4406258852,Attention Guidance by Cross-Domain Supervision Signals for Scene Text Recognition,2025,0.07197120568368015,14
W3169016642,Implicit Feature Alignment: Learn to Convert Text Recognizer to Text Spotter,2021,0.071621640331768,14
W4225683503,SwinTextSpotter: Scene Text Spotting via Better Synergy between Text Detection and Text Recognition,2022,0.07141044292404711,14
W2996956254,Text Perceptron: Towards End-to-End Arbitrary-Shaped Text Spotting,2020,0.07048630906498485,14
W3103667010,PlugNet: Degradation Aware Scene Text Recognition Supervised by a Pluggable Super-Resolution Unit,2020,0.0703369399984688,14
W3179426054,Towards End-to-End Text Spotting in Natural Scenes,2021,0.07004033900355158,14
W3034414401,On Recognizing Texts of Arbitrary Shapes with 2D Self-Attention,2020,0.06961340861293219,14
W4312298799,SGBANet: Semantic GAN and Balanced Attention Network for Arbitrarily Oriented Scene Text Recognition,2022,0.06951941416061314,14
W4226329156,Visual Semantics Allow for Textual Reasoning Better in Scene Text Recognition,2022,0.0693585069574349,14
W4390874051,ESTextSpotter: Towards Better Scene Text Spotting with Explicit Synergy in Transformer,2023,0.0691787558805286,14
W4283819468,Context-Based Contrastive Learning for Scene Text Recognition,2022,0.06908580614511502,14
W3177684257,What If We Only Use Real Datasets for Scene Text Recognition? Toward Scene Text Recognition With Fewer Labels,2021,0.06655285206535153,14
W2997371611,All You Need Is Boundary: Toward Arbitrary-Shaped Text Spotting,2020,0.06566609852114347,14
W3113987534,SLOAN: Scale-Adaptive Orientation Attention Network for Scene Text Recognition,2020,0.065587555374584,14
