paper_id,title,year,eigenvector,cluster_id
W3036601975,wav2vec 2.0: A Framework for Self-Supervised Learning of Speech Representations,2020,0.22347245052232664,7
W2936774411,SpecAugment: A Simple Data Augmentation Method for Automatic Speech Recognition,2019,0.21421482981458304,7
W2973049979,wav2vec: Unsupervised Pre-Training for Speech Recognition,2019,0.19807311870166502,7
W3209059054,HuBERT: Self-Supervised Speech Representation Learning by Masked Prediction of Hidden Units,2021,0.15970352492502876,7
W3209984917,WavLM: Large-Scale Self-Supervised Pre-Training for Full Stack Speech Processing,2022,0.15014468287768667,7
W2972943112,An Unsupervised Autoregressive Model for Speech Representation Learning,2019,0.13553735839039505,7
W2327501763,"Listen, attend and spell: A neural network for large vocabulary conversational speech recognition",2016,0.13255663586809435,7
W2995181338,Libri-Light: A Benchmark for ASR with Limited or No Supervision,2020,0.1309790544752739,7
W3097777922,Conformer: Convolution-augmented Transformer for Speech Recognition,2020,0.1288916026912727,7
W3041561163,TERA: Self-Supervised Learning of Transformer Encoder Representation for Speech,2021,0.12680531941022874,7
W2982223350,Mockingjay: Unsupervised Speech Representation Learning with Deep Bidirectional Transformer Encoders,2020,0.12285032793585106,7
W2979476256,vq-wav2vec: Self-Supervised Learning of Discrete Speech Representations,2019,0.1208355401018094,7
W3197580070,SUPERB: Speech Processing Universal PERformance Benchmark,2021,0.11482948265475629,7
W4281492411,Self-Supervised Speech Representation Learning: A Review,2022,0.10439660860052805,7
W2996383576,vq-wav2vec: Self-Supervised Learning of Discrete Speech Representations,2020,0.09566918996135183,7
W4226033575,w2v-BERT: Combining Contrastive Learning and Masked Language Modeling for Self-Supervised Speech Pre-Training,2021,0.09554911134922286,7
W3211278025,Recent Advances in End-to-End Automatic Speech Recognition,2022,0.09504678200685093,7
W3015265920,Deep Contextualized Acoustic Representations for Semi-Supervised Speech Recognition,2020,0.09420927674035344,7
W3016011332,Generative Pre-Training for Speech with Autoregressive Predictive Coding,2020,0.08734328425464076,7
